company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_3909,failed,2016,90.297,188.239,18.032,18.811,69.04,-32.76,10.558,79.2966,433.699,175.987,31.485,0.779,245.46,60.563,-44.765,433.699,114.837,414.888
C_4251,failed,2003,75.507,156.171,1.946,13.843,15.099,7.949,36.765,80.1585,219.113,128.33,0,11.897,62.942,46.06,48.472,219.113,51.615,205.27
C_4774,failed,2008,149.233,274.939,9.732,29.767,84.586,-4.062,57.005,5.6876,350.067,187.205,0.877,20.035,75.128,127.294,-70.388,350.067,145.016,320.3
C_7001,failed,2001,60.488,19.325,2.226,-14.125,0,-16.442,25,102.249,5.2,72.347,9.798,-16.351,-14.125,6.192,-35.186,5.2,16.278,19.325
C_8578,failed,2012,10.922,0.326,10.75,2.064,0,-6.091,6.103,92.0961,16.624,200.055,0.872,-8.686,16.298,17.882,-281.705,16.624,18.809,14.56
C_5497,failed,2003,14.461,5.183,13.511,21.612,0,4.35,10.688,127.3197,33.926,118.012,21,8.101,28.743,13.512,6.604,33.926,36.001,12.314
C_1593,failed,2004,4407,7516,372,655,1884,252,153,4631.055,11100,9768,1860,283,3584,2601,5553,11100,5443,10445
C_300,failed,2008,150.194,893.158,22.478,9.979,52.96,-199.46,33.935,43.5568,1033.193,645.009,300.851,-12.499,140.035,187.632,-192.876,1033.193,558.186,1023.214
C_1346,failed,2005,68.668,199.751,6.156,-9.494,42.677,-5.305,17.148,34.5592,299.391,134.216,34.183,-15.65,99.64,40.249,29.609,299.391,86.617,308.885
C_2439,failed,2003,4.547,2.998,0.1,-4.216,2.936,-3.708,0.422,13.3116,2.809,4.76,0,-4.316,-0.189,6.264,-124.689,2.809,8.68,7.025
C_8712,failed,2011,224.316,420.556,23,285.161,45.44,161.979,122.169,1085.9949,758.454,537.849,0,262.161,337.898,79.237,192.662,758.454,142.794,473.293
C_5069,failed,2018,912.28,5967.005,153.456,126.276,255.484,-326.9,593.483,348.3826,7755.283,2118.492,905.17,-27.18,1788.278,700.835,-359.584,7755.283,1803.76,7629.007
C_6872,failed,2005,3345,15827,595,203,537,-270,1738,807.54,16976,6736,1509,-392,1149,2959,-3547,16976,6550,16773
C_1668,failed,2005,51.672,58.076,1.3,3.442,35.613,0.445,9.483,86.589,83.878,65.438,1.383,2.142,25.802,35.342,21.599,83.878,37.285,80.436
C_8688,failed,2013,3.671,1.801,0.334,2.172,0,1.322,2.126,9.3613,3.973,4.494,0,1.838,2.172,1.379,-0.438,3.973,1.379,1.801
C_5963,failed,2006,19.549,0.971,0.57,-6.421,0,-8.836,0.106,85.6837,1.126,49.052,0.075,-6.991,0.155,2.282,-27.194,1.126,2.428,7.547
C_4592,failed,2003,433.489,440.517,17.026,73.55,272.948,8.41,60.059,133.7369,902.416,595.022,225,56.524,461.899,195.156,91.922,902.416,442.126,828.866
C_3382,failed,2006,759.606,437.839,195.335,278.541,27.381,68.038,86.111,2279.7208,1026.856,1013.541,0,83.206,589.017,197.29,296.958,1026.856,244.584,748.315
C_14,failed,2010,195.553,288.821,2.796,16.895,74.857,6.581,85.678,145.628,346.631,231.851,0.55,14.099,57.81,74.629,87.911,346.631,92.207,329.736
C_8126,failed,2010,409.224,57.713,7.414,30.949,59.335,34.128,0,2340.5113,130.93,567.352,11.104,23.535,73.217,20.341,-60.689,130.93,44.598,99.981
C_3695,failed,2015,209.245,309.162,66.756,-213.97,0,-294.79,55.85,32.8205,115.969,379.319,347.008,-280.726,-193.193,158.784,-453.516,115.969,542.386,329.939
C_5881,failed,2004,419.323,1236.816,13.354,36.378,64.473,-124.864,319.311,186.9791,1424.1,580.933,188.274,23.024,187.284,230.081,-271.716,1424.1,437.765,1387.722
C_6335,failed,2011,65.03,137.37,11.446,-13.453,30.937,-22.67,0.256,33.9447,217.152,115.336,0,-24.899,79.782,41.682,-37.167,217.152,53.227,230.605
C_2041,failed,2006,83.928,53.661,0.493,-13.371,1.189,-14.115,13.207,85.4202,53.878,185.867,63.426,-13.864,0.217,17.502,-35.194,53.878,157.19,67.249
C_767,failed,2006,12.702,6.823,0.234,5.408,0,3.641,5.092,96.0422,12.231,16.599,0.349,5.174,5.408,8.544,-3.233,12.231,8.893,6.823
C_314,failed,2005,279.6,806.3,59.2,95.4,108.5,-314.3,136.3,332.808,1042,1123,410.1,36.2,235.7,270.8,183,1042,827.7,946.6
C_677,failed,1999,1222.883,7011.006,232.712,412.542,791.15,14.16,227.078,899.2266,10151.334,3335.525,983.545,179.83,3140.328,1124.578,351.165,10151.334,2489.333,9738.792
C_6589,failed,2016,5.484,0.17,0,-5.424,0,-0.716,1.212,4.655,0.674,5.604,0,-5.424,0.504,2.507,-236.742,0.674,2.507,6.098
C_20,failed,2006,241.79,2213.615,9.485,24.452,7.95,10.483,208.633,127.004,2246.603,289.287,3,14.967,32.988,206.582,62.253,2246.603,214.919,2222.151
C_6148,failed,2010,2254.1,1833.7,43.3,32.6,1522.5,7.5,308.6,693.6846,2035.4,3848.2,738.2,-10.7,201.7,1268.5,185.8,2035.4,2534.4,2002.8
C_2796,failed,2004,2.523,0.907,0.2,-9.252,0.364,-64.626,0.553,12.5184,5.475,5.454,5,-9.452,4.568,74.781,-354.404,5.475,79.844,14.727
C_2154,failed,2005,162.124,362.648,0.75,6.665,74.581,0.582,82.166,15.7092,433.02,173.646,90.156,5.915,70.372,58.656,-2.19,433.02,149.81,426.355
C_2859,failed,2005,21.691,22.858,22.199,21.233,2.782,-31.941,10.001,291.3504,48.893,297.803,100.581,-0.966,26.035,56.676,-87.783,48.893,182.13,27.66
C_1745,failed,2001,206.15,570.474,75.147,235.454,16.547,62.71,177.016,1095.0893,873.262,1228.284,485.961,160.307,302.788,115.553,31.648,873.262,751.406,637.808
C_3739,failed,2000,161.396,79.016,3.418,-0.788,3.376,68.107,6.092,119.367,122.682,222.376,0.046,-4.206,43.666,46.185,113.988,122.682,65.159,123.47
C_1471,failed,2000,153.155,178.745,5.948,17.499,60.491,15.092,72.923,63.8063,324.961,231.479,0,11.551,146.216,94.224,333.227,324.961,105.786,307.462
C_1745,failed,1999,132.543,368.18,62.074,60.267,12.742,-53.258,91.998,294.7541,487.483,1148.138,683.724,-1.807,119.303,73.151,-12.156,487.483,860.044,427.216
C_8254,failed,2014,1.187,0.995,0.042,-4.537,0.004,16.503,1.023,3.6508,1.715,1.621,0,-4.579,0.72,8.268,-86.005,1.715,8.268,6.252
C_4242,failed,2003,39.869,79.078,1.832,4.648,16.848,1.046,17.039,38.4934,102.143,65.923,0,2.816,23.065,29.866,-9.9,102.143,29.866,97.495
C_8608,failed,2012,5.554,20.185,4.047,2.988,0,-5.677,4.267,6.8263,26.562,17.909,7.537,-1.059,6.377,6.508,-9.235,26.562,15.458,23.574
C_8002,failed,2009,97.718,335.602,55.752,84.276,7.049,-530.102,67.669,11.6208,585.038,591.929,1199.733,28.524,249.436,88.103,-1582.337,585.038,1345.505,500.762
C_5541,failed,1999,88.397,263.517,28.798,160.73,9.899,47.665,65.597,711.2828,469.565,687.18,711.967,131.932,206.048,72.88,-536.316,469.565,894.563,308.835
C_8826,failed,2011,32.127,27.576,31.509,66.39,3.324,12.691,23.548,493.475,112.463,664.349,6.6,34.881,84.887,38.531,12.529,112.463,136.367,46.073
C_326,failed,2006,365.6,651.4,16.8,28.5,170.7,-39.7,115,41.8552,820.1,650.5,232.8,11.7,168.7,212.5,-495,820.1,671.8,791.6
C_5076,failed,1999,23.809,37.086,4.632,20.891,11.277,10.512,11.171,319.4188,69.738,106.98,0,16.259,32.652,7.457,50.335,69.738,13.58,48.847
C_1519,failed,2004,20.034,18.394,0.277,10.528,1.829,6.442,4.418,132.481,37.862,23.29,0,10.251,19.468,2.93,5.429,37.862,2.93,27.334
C_2041,failed,1999,4.955,45.042,0.294,0.771,0.533,1.778,3.704,7.1294,48.268,58.782,2.394,0.477,3.226,7.618,-5.14,48.268,64.253,47.497
C_6247,failed,2007,0.847,1.717,0.016,-4.542,0,-5.723,0.028,12.1475,5.093,1.192,0,-4.558,3.376,5.725,-37.574,5.093,5.725,9.635
C_7343,failed,2004,4.07,17.232,1.019,-4.125,0,-33.703,3.212,34.1276,23.018,19.836,0,-5.144,5.786,9.412,-92.316,23.018,12.41,27.143
C_2352,failed,2005,7.347,19.96,0.303,-1.081,4.992,-1.152,1.85,4.8414,26.553,7.684,0,-1.384,6.593,4.034,-9.437,26.553,4.388,27.634
C_6932,failed,2003,17.49,8.504,1.206,-6.031,5.574,-7.215,2.041,319.5129,13.891,19.468,0.559,-7.237,5.387,6.292,-179.564,13.891,7.548,19.922
C_8740,failed,2013,0.155,4.865,0.143,-4.771,0.066,-7.61,0,27.6192,0.094,1.501,0,-4.914,-4.771,8.557,-17.69,0.094,8.557,4.865
C_4537,failed,2012,1.384,12.726,0.762,-11.04,0,-17.853,1.188,26.4052,1.686,6.279,0.023,-11.802,-11.04,9.54,-35.315,1.686,9.563,12.726
C_535,failed,2003,1436.024,1593.823,232.679,505.948,642.114,143.352,561.356,4727.304,2591.408,5000.212,1379.611,273.269,997.585,782.342,426.106,2591.408,2292.144,2085.46
C_4537,failed,2010,0.041,-0.018,0,0.057,0,0.057,0.003,1.2554,0.065,0.045,0,0.057,0.083,0.005,-15.777,0.065,0.005,0.008
C_2966,failed,2002,1.122,1.351,0.332,0.146,0,-1.801,0.347,5.1497,2.343,2.518,0.322,-0.186,0.992,0.161,-4.656,2.343,0.966,2.197
C_6879,failed,2012,487.29,188.235,39.657,-254.479,76.3,-393.61,38.884,816.8554,325.53,721.119,577.483,-294.136,137.295,103.942,-1954.203,325.53,686.506,580.009
C_926,failed,2009,1.097,15.075,0.48,-5.099,0.043,-4.87,0.235,17.5005,13.996,16.228,3.003,-5.579,-1.079,13.024,-51.196,13.996,16.027,19.095
C_1372,failed,2005,6.349,54.322,6.221,14.068,0.692,3.809,0.581,67.9965,81.132,87.527,17.744,7.847,26.81,8.171,53.885,81.132,28.124,67.064
C_3612,failed,2007,130.279,235.407,1.36,6.773,22.107,-0.004,47.269,110.04,310.793,156.468,0.033,5.413,75.386,36.338,78.189,310.793,49.924,304.02
C_7297,failed,2008,152.552,148.494,65.621,75.879,9.502,-246.926,64.635,0.8927,544.533,315.419,499.791,10.258,396.039,65.203,-763.496,544.533,567.474,468.654
C_6120,failed,2003,137.762,372.638,2.127,24.294,35.012,15.075,90.071,340.2372,429.118,187.47,1.67,22.167,56.48,102.746,30.29,429.118,104.416,404.824
C_1577,failed,2008,296.748,505.707,139.609,301.251,24.909,-112.963,20.057,30.2951,1021.298,3030.845,2112.272,161.642,515.591,442.845,-1850.614,1021.298,2757.894,720.047
C_8902,failed,2017,149.764,90.649,0.451,-56.785,10.825,-58.916,7.564,347.5842,33.864,160.273,39.555,-57.236,-56.785,31.73,-572.659,33.864,87.937,90.649
C_1396,failed,2002,1.123,6.188,2.819,-2.695,0,-9.011,0.608,0.1527,3.493,2.688,2.555,-5.514,-2.695,4.356,-161.51,3.493,6.911,6.188
C_7791,failed,2014,42.622,3.383,1.387,-15.114,1.086,-16.966,0.706,101.3905,3.615,47.577,3.092,-16.501,0.232,2.657,-170.537,3.615,7.392,18.729
C_7257,failed,2004,28.303,100.498,3.369,5.121,16.792,1.428,1.883,51.7853,150.515,49.371,0.679,1.752,50.017,17.124,1.45,150.515,22.295,145.394
C_4521,failed,2011,456.288,525.209,27.856,534.932,0,307.752,48.106,1484.7721,1499.949,728.818,150,507.076,974.74,345.047,818.196,1499.949,560.019,965.017
C_6171,failed,2003,65.691,92.617,13.79,24.141,0.875,-87.849,30.292,45.1806,206.26,318.89,328.613,10.351,113.643,57.454,-369.63,206.26,406.27,182.119
C_7284,failed,2005,106.768,120.672,22.346,165.383,0,69.757,75.037,1532.5229,419.907,2333.325,674.796,143.037,299.235,84.773,-88.04,419.907,1058.626,254.524
C_1199,failed,2010,5542,9345,1905,4496,357,1113,3492,18907.6597,13841,46025,11329,2591,4496,7185,4404,13841,34491,9345
C_998,failed,2018,3033,6072,177,331,805,-2687,1107,1183.74,6705,9440,3459,154,633,4217,-2826,6705,8387,6374
C_4778,failed,2001,82.141,225.71,8.344,18.355,63.66,6.009,1.682,138.8934,313.823,125.681,0,10.011,88.113,35.102,42.708,313.823,38.828,295.468
C_7627,failed,2008,206.139,289,73.479,282.754,12.079,191.777,54.371,299.897,611.633,1041.685,326.129,209.275,322.633,101.828,411.703,611.633,443.389,328.879
C_3524,failed,2003,72.134,300.971,12.796,-5.993,49.054,-19.07,1.789,36.9998,396.265,155.695,6.972,-18.789,95.294,53.687,3.986,396.265,75.675,402.258
C_5076,failed,2010,237.655,270.683,27.728,148.787,91.055,78.716,89.531,2392.6023,473.082,599.571,0,121.059,202.399,51.247,464.273,473.082,77.592,324.295
C_7053,failed,2002,43.841,136.031,60.431,78.353,13.246,-9.742,25.008,275.3893,226.357,782.277,218.008,17.922,90.326,77.519,66.22,226.357,300.641,148.004
C_7582,failed,2015,132.897,743.823,85.251,111.296,25.611,-78.826,33.627,722.1873,1219.753,1126.782,280,26.045,475.93,183.989,-87.335,1219.753,585.556,1108.457
C_3739,failed,2008,266.053,130.274,8.225,27.045,8.68,10.152,4.51,223.5187,257.938,309.315,0,18.82,127.664,50.108,28.898,257.938,72.057,230.893
C_6178,failed,2002,25.369,100.336,1.002,4.542,0,3.566,21.84,34.0069,139.649,56.614,0,3.54,39.313,19.735,-159.264,139.649,19.735,135.107
C_7513,failed,2004,52.196,280.22,34.079,48.992,6.389,109.965,33.808,626.1658,345.647,327.826,92.937,14.913,65.427,42.15,1.194,345.647,262.241,296.655
C_1500,failed,2010,99.937,271.341,14.581,-26.072,76.595,-32.857,2.619,96.2237,445.133,270.774,30.192,-40.653,173.792,68.374,185.684,445.133,109.795,471.205
C_5176,failed,1999,99.565,190.213,11.717,49.457,39.34,14.335,45.085,96.5738,322.17,278.679,119.697,37.74,131.957,49.096,41.742,322.17,189.907,272.713
C_4238,failed,2012,126.044,504.979,55.435,93.973,0,25.536,67.615,373.939,598.952,520.711,185.436,38.538,93.973,102.284,100.802,598.952,325.93,504.979
C_5843,failed,2004,292.669,26.097,10.31,43.3,1.455,52.452,2.467,1545.6668,116.88,479.077,0,32.99,90.783,24.369,-24.041,116.88,37.251,73.58
C_510,failed,2002,4534,7391,818,2184,1062,770,2234,10019.0923,12835,13369,1164,1366,5444,5377,6840,12835,10522,10651
C_5076,failed,2014,337.611,410.822,50.86,164.157,144.443,55.588,132.573,924.8747,648.325,934.226,0,113.297,237.503,77.415,716.529,648.325,158.169,484.168
C_8385,failed,2014,182.846,94.713,263.548,344.809,0,-37.752,13.796,718.8867,539.449,2192.363,1618.324,81.261,444.736,91.143,-1001.739,539.449,1752.675,194.64
C_7226,failed,2002,0.68,0.86,0.174,-0.073,0,1.022,0.505,5.7513,1.02,7.733,2.103,-0.247,0.16,1.95,-0.006,1.02,4.053,1.093
C_744,failed,2009,43.905,126.173,7.157,7.528,2.75,-0.004,21.844,71.4532,182.401,56.702,0.16,0.371,56.228,13.803,-108.758,182.401,15.276,174.873
C_1702,failed,2011,20.335,34.696,0.207,1.361,9.109,0.028,10.495,23.4219,42.894,22.392,1.059,1.154,8.198,5.772,-0.889,42.894,6.831,41.533
C_3695,failed,2009,75.116,199.522,87.224,0.484,19.297,-90.19,28.249,375.015,218.875,410.459,178.267,-86.74,19.353,50.417,-97.938,218.875,248.354,218.391
